iso_code,continent,location,date,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
AUS,Oceania,Australia,2020-01-26,,,,,,,,,,,,,,,,,,,,,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,7.06
AUS,Oceania,Australia,2020-01-27,,,,,,,,,,,,,,,,,,,,,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-01-28,,,,,,,,,,,,,,,,,,,,,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-01-29,,,,,,,,,,,,,,,,,,,,,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-01-30,,,,,,,,,,,,,,,,,,,,,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-01-31,,,,,,,,,,,,,,,,,,,,,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-01,,,,,,,,,,,,,,,,,,,,,13.89,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-02,,,,,,,,,,,,,,,,,,,,,13.89,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,2.91
AUS,Oceania,Australia,2020-02-03,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-04,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-05,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-06,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-07,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-08,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-09,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,3.71
AUS,Oceania,Australia,2020-02-10,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-11,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-12,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-13,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-14,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-15,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-16,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,6.68
AUS,Oceania,Australia,2020-02-17,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-18,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-19,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-20,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-21,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-22,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-23,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,5.7
AUS,Oceania,Australia,2020-02-24,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-25,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-26,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-27,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-28,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-02-29,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-01,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,8.37
AUS,Oceania,Australia,2020-03-02,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-03,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-04,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-05,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-06,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-07,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-08,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,3.54
AUS,Oceania,Australia,2020-03-09,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-10,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-11,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-12,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-13,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-14,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-15,,,,,,,,,,,,,,,,,,,,,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,4.89
AUS,Oceania,Australia,2020-03-16,,,,,,,,,,,,,,,,,,,,,30.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-17,,,,,,,,,,,,,,,,,,,,,30.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-18,,,,,,,,,,,,,,,,,,,,,36.11,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-19,,,,,,,,,,,,,,,,,,,,,44.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-20,,,,,,,,,,,,,,,,,,,,,47.22,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-21,,,,,,,,,,,,,,,,,,,,,47.22,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-22,,143056,5.547,,,,,,tests performed,,,,,,,,,,,,47.22,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,7.64
AUS,Oceania,Australia,2020-03-23,,,,,,,,,tests performed,,,,,,,,,,,,52.78,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-24,,,,,,,,,tests performed,,,,,,,,,,,,71.3,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-25,,,,,,,,,tests performed,,,,,,,,,,,,71.3,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-26,,,,,,,,,tests performed,,,,,,,,,,,,71.3,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-27,,,,,,,,,tests performed,,,,,,,,,,,,71.3,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-28,,,,,,,,,tests performed,,,,,,,,,,,,71.3,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-29,,211261,8.192,,9744,0.378,0.036,28,tests performed,,,,,,,,,,,,71.3,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,10.62
AUS,Oceania,Australia,2020-03-30,,,,,10105,0.392,0.038,26.4,tests performed,,,,,,,,,,,,71.3,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-03-31,,,,,10466,0.406,0.034,29.1,tests performed,,,,,,,,,,,,71.3,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-01,,,,,10827,0.42,0.033,30.3,tests performed,,,,,,,,,,,,71.3,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-02,,,,,11187,0.434,0.029,34,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-03,,,,,11548,0.448,0.027,37,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-04,,,,,11909,0.462,0.023,43.6,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-05,,297154,11.523,,12270,0.476,0.02,50.4,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,13.51
AUS,Oceania,Australia,2020-04-06,5509,302663,11.736,0.214,11305,0.438,0.018,55.1,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-07,8037,310700,12.048,0.312,10700,0.415,0.018,56.1,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-08,8668,319368,12.384,0.336,10185,0.395,0.016,62.1,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-09,10766,330134,12.802,0.417,9970,0.387,0.014,70.4,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-10,8212,338346,13.12,0.318,9390,0.364,0.013,74.3,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-11,9501,347847,13.489,0.368,8995,0.349,0.012,83.6,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-12,6094,353941,13.725,0.236,8112,0.315,0.011,90.4,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,8.79
AUS,Oceania,Australia,2020-04-13,8195,362136,14.043,0.318,8496,0.329,0.009,107.3,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-14,4357,366493,14.212,0.169,7970,0.309,0.009,107.3,tests performed,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-15,4884,371377,14.401,0.189,7430,0.288,0.008,121,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-16,8626,380003,14.736,0.334,7124,0.276,0.007,140.9,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-17,11527,391530,15.183,0.447,7598,0.295,0.006,173.2,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-18,14980,406510,15.763,0.581,8380,0.325,0.005,221.4,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-19,14486,420996,16.325,0.562,9579,0.371,0.004,227.3,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,4.02
AUS,Oceania,Australia,2020-04-20,10738,431734,16.742,0.416,9943,0.386,0.004,255.9,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-21,8108,439842,17.056,0.314,10478,0.406,0.003,318.9,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-22,12599,452441,17.544,0.489,11581,0.449,0.003,382.4,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-23,14218,466659,18.096,0.551,12379,0.48,0.002,433.3,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-24,15711,482370,18.705,0.609,12977,0.503,0.002,586.1,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-25,11887,494257,19.166,0.461,12535,0.486,0.001,696.4,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-26,12192,506449,19.639,0.473,12208,0.473,0.001,821.7,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,5.84
AUS,Oceania,Australia,2020-04-27,10614,517063,20.05,0.412,12190,0.473,0.001,870.7,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-28,13616,530679,20.578,0.528,12977,0.503,0.001,917.6,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-29,13731,544410,21.111,0.532,13138,0.509,0.001,919.6,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-04-30,19231,563641,21.857,0.746,13855,0.537,0.001,932.6,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-01,25227,588868,22.835,0.978,15214,0.59,0.001,1054.4,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-02,22715,611583,23.716,0.881,16761,0.65,0.001,1117.4,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-03,21524,633107,24.55,0.835,18094,0.702,0.001,1172.7,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,2.3
AUS,Oceania,Australia,2020-05-04,17107,650214,25.214,0.663,19022,0.738,0.001,1056.8,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-05,14542,664756,25.778,0.564,19154,0.743,0.001,1023.5,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-06,23900,688656,26.704,0.927,20607,0.799,0.001,1015.8,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-07,33893,722549,28.019,1.314,22701,0.88,0.001,1081,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-08,34701,757250,29.364,1.346,24055,0.933,0.001,1202.8,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-09,38206,795456,30.846,1.482,26268,1.019,0.001,1313.4,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-10,32416,827872,32.103,1.257,27824,1.079,0.001,1545.8,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,3.51
AUS,Oceania,Australia,2020-05-11,27247,855119,33.159,1.057,29272,1.135,0.001,1665.9,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-12,22808,877927,34.044,0.884,30453,1.181,0,2030.2,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-13,31098,909025,35.25,1.206,31481,1.221,0,2319.7,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-14,34455,943480,36.586,1.336,31562,1.224,0,2084.3,tests performed,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-15,40336,983816,38.15,1.564,32367,1.255,0.001,1936.5,tests performed,,,,,,,,,,,,65.74,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-16,31836,1015652,39.384,1.235,31457,1.22,0,2097.1,tests performed,,,,,,,,,,,,64.35,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-17,26474,1042126,40.411,1.027,30608,1.187,0,2021.3,tests performed,,,,,,,,,,,,64.35,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-0.88
AUS,Oceania,Australia,2020-05-18,19908,1062034,41.183,0.772,29559,1.146,0,2111.4,tests performed,,,,,,,,,,,,67.13,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-19,23836,1085870,42.107,0.924,29706,1.152,0,2260.2,tests performed,,,,,,,,,,,,67.13,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-20,25697,1111567,43.104,0.996,28935,1.122,0,2201.6,tests performed,,,,,,,,,,,,67.13,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-21,26117,1137684,44.116,1.013,27743,1.076,0,2555.3,tests performed,,,,,,,,,,,,67.13,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-22,32998,1170682,45.396,1.28,26695,1.035,0,2919.7,tests performed,,,,,,,,,,,,67.13,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-23,21580,1192262,46.233,0.837,25230,0.978,0,2523,tests performed,,,,,,,,,,,,67.13,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-24,32533,1224795,47.494,1.262,26096,1.012,0,3044.7,tests performed,,,,,,,,,,,,67.13,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,0.66
AUS,Oceania,Australia,2020-05-25,19405,1244200,48.247,0.752,26024,1.009,0,3140.7,tests performed,,,,,,,,,,,,65.28,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-26,44023,1288223,49.954,1.707,28908,1.121,0,3020.4,tests performed,,,,,,,,,,,,65.28,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-27,50098,1338321,51.897,1.943,32393,1.256,0,3286.3,tests performed,,,,,,,,,,,,65.28,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
AUS,Oceania,Australia,2020-05-28,29123,1367444,53.026,1.129,32823,1.273,0,3282.3,tests performed,,,,,,,,,,,,65.28,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,
